Event ID	Event Date	Source Name	Source Sectors	Source Country	Event Text	CAMEO Code	Intensity	Target Name	Target Sectors	Target Country	Story ID	Sentence Number	Publisher	City	District	Province	Country	Latitude	Longitude
32891107	2018-06-01	Police (India)	Government,Police	India	Use conventional military force	190	-10	Women (India)	General Population / Civilian / Social,Social	India	47400733	1	Hindustan Times	Bharatpur	NA	State of Rajasthan	India	27.2173	77.4901
32891106	2018-06-01	Citizen (India)	General Population / Civilian / Social,Social	India	Accuse	112	-2	Police (India)	Government,Police	India	47400733	3	Hindustan Times	Bharatpur	NA	State of Rajasthan	India	27.2173	77.4901
32891104	2018-06-01	Police (India)	Government,Police	India	Criticize or denounce	111	-2	Citizen (India)	General Population / Civilian / Social,Social	India	47400733	3	Hindustan Times	Bharatpur	NA	State of Rajasthan	India	27.2173	77.4901
32890196	2018-06-01	Taiwan	NA	Taiwan	Make statement	010	0	Haiti	NA	Haiti	47400743	1	Associated Press Newswires	NA	NA	NA	Taiwan	24.947	121.582
32891249	2018-06-01	Lawmaker (Philippines)	Legislative / Parliamentary,Government	Philippines	Make an appeal or request	020	3	House of Representatives (Philippines)	Legislative / Parliamentary,Government	Philippines	47400752	2	Philippine Daily Inquirer	NA	Province of Negros Oriental	Central Visayas	Philippines	9.75	123
32891248	2018-06-01	Philippines	NA	Philippines	Deny responsibility	016	-5	Citizen (Philippines)	Social,General Population / Civilian / Social	Philippines	47400752	3	Philippine Daily Inquirer	NA	Province of Negros Oriental	Central Visayas	Philippines	9.75	123
32891250	2018-06-01	Citizen (Philippines)	Social,General Population / Civilian / Social	Philippines	Make an appeal or request	020	3	Lawmaker (Philippines)	Legislative / Parliamentary,Government	Philippines	47400752	5	Philippine Daily Inquirer	NA	Province of Negros Oriental	Central Visayas	Philippines	9.75	123
32891252	2018-06-01	Criminal (Philippines)	Dissident,Criminals / Gangs	Philippines	fight with small arms and light weapons	193	-10	Secret Agent (Philippines)	Military Intelligence,Government,Military	Philippines	47400754	4	Philippine Daily Inquirer	Batangas	Province of Batangas	Calabarzon	Philippines	13.7567	121.058
32891253	2018-06-01	Criminal (Philippines)	Dissident,Criminals / Gangs	Philippines	fight with small arms and light weapons	193	-10	Police (Philippines)	Police,Government	Philippines	47400754	5	Philippine Daily Inquirer	Batangas	Province of Batangas	Calabarzon	Philippines	13.7567	121.058
32891251	2018-06-01	Police (Philippines)	Police,Government	Philippines	Use conventional military force	190	-10	Criminal (Philippines)	Dissident,Criminals / Gangs	Philippines	47400754	6	Philippine Daily Inquirer	Noveleta	Province of Cavite	Calabarzon	Philippines	14.4292	120.88
32891254	2018-06-01	Police (Philippines)	Police,Government	Philippines	Use conventional military force	190	-10	Men (Philippines)	Social,General Population / Civilian / Social	Philippines	47400756	3	Philippine Daily Inquirer	Marikina City	Marikina	National Capital Region	Philippines	14.6481	121.113
32890047	2018-06-01	Armed Gang (Philippines)	Unidentified Forces	Philippines	fight with small arms and light weapons	193	-10	Citizen (Philippines)	Social,General Population / Civilian / Social	Philippines	47400757	1	Philippine Daily Inquirer	Libon	Province of Albay	Bicol	Philippines	13.2997	123.439
32890048	2018-06-01	Armed Gang (Philippines)	Unidentified Forces	Philippines	fight with small arms and light weapons	193	-10	Citizen (Philippines)	Social,General Population / Civilian / Social	Philippines	47400757	2	Philippine Daily Inquirer	Harigue	Province of Albay	Bicol	Philippines	13.2559	123.352
32891109	2018-06-01	Foreign Affairs (China)	Government,Executive,Foreign Ministry	China	Complain officially	114	-2	China	NA	China	47400760	2	Philippine Daily Inquirer	NA	NA	NA	China	39.9075	116.397
32890451	2018-06-01	John Howard	Elite,(National) Major Party,Opposition Major Party (Out Of Government),Parties	Australia	Engage in diplomatic cooperation	050	3.5	China	NA	China	47400767	1	AAP Bulletins	NA	NA	NA	China	39.9075	116.397
32891257	2018-06-01	Armed Band (Nicaragua)	Unidentified Forces	Nicaragua	fight with small arms and light weapons	193	-10	Protester (Nicaragua)	Dissident,Protestors / Popular Opposition / Mobs	Nicaragua	47400768	3	AAP Bulletins	NA	NA	NA	Nicaragua	12.1328	-86.2504
32891256	2018-06-01	Armed Band (Nicaragua)	Unidentified Forces	Nicaragua	Demonstrate or rally	141	-6.5	Unspecified Actor	Unspecified	NA	47400768	3	AAP Bulletins	NA	NA	NA	Nicaragua	12.1328	-86.2504
32890198	2018-06-01	North Korea	NA	North Korea	Make an appeal or request	020	3	South Korea	NA	South Korea	47400771	1	Reuters News	Seoul	NA	Seoul-teukbyeolsi	South Korea	37.5683	126.978
32891261	2018-06-01	Police (India)	Government,Police	India	Mobilize or increase police power	153	-7.2	India	NA	India	47400782	6	Indo-Asian News Service	Shillong	NA	State of Meghalaya	India	25.5689	91.8831
32891110	2018-06-01	Police (Malaysia)	Police,Government	Malaysia	Arrest, detain, or charge with legal action	173	-5	Criminal (Malaysia)	Criminals / Gangs,Dissident	Malaysia	47400784	1	Channel NewsAsia	Kuala Lumpur	NA	Kuala Lumpur	Malaysia	3.1412	101.687
32891111	2018-06-01	Criminal (Malaysia)	Criminals / Gangs,Dissident	Malaysia	Threaten with military force	138	-7	Citizen (Malaysia)	Social,General Population / Civilian / Social	Malaysia	47400784	1	Channel NewsAsia	Kuala Lumpur	NA	Kuala Lumpur	Malaysia	3.1412	101.687
32890199	2018-06-01	Police (Indonesia)	Police,Government	Indonesia	Make statement	010	0	Criminal (Indonesia)	Dissident,Criminals / Gangs	Indonesia	47400785	2	Channel NewsAsia	Surabaya	Kotamadya Surabaya	Jawa Timur	Indonesia	-7.24917	112.751
32891260	2018-06-01	China	NA	China	Host a visit	043	2.8	Wilbur Ross	Government,Executive,Finance / Economy / Commerce / Trade Ministry	United States	47400788	1	Associated Press Newswires	Beijing	NA	Beijing Shi	China	39.9075	116.397
32891259	2018-06-01	Wilbur Ross	Government,Executive,Finance / Economy / Commerce / Trade Ministry	United States	Make a visit	042	1.9	China	NA	China	47400788	1	Associated Press Newswires	Beijing	NA	Beijing Shi	China	39.9075	116.397
32891258	2018-06-01	Wilbur Ross	Government,Executive,Finance / Economy / Commerce / Trade Ministry	United States	Express intent to meet or negotiate	036	4	China	NA	China	47400788	6	Associated Press Newswires	Beijing	NA	Beijing Shi	China	39.9075	116.397
32890050	2018-06-01	Prime Minister bin Ibrahim	Dissident,Protestors / Popular Opposition / Mobs,Elite	Malaysia	Make an appeal or request	020	3	Australia	NA	Australia	47400795	1	Agence France-Presse	Canberra	NA	Australian Capital Territory	Australia	-35.2835	149.128
32890051	2018-06-01	Prime Minister bin Ibrahim	Dissident,Protestors / Popular Opposition / Mobs,Elite	Malaysia	Criticize or denounce	111	-2	Australia	NA	Australia	47400795	2	Agence France-Presse	Canberra	NA	Australian Capital Territory	Australia	-35.2835	149.128
32890049	2018-06-01	Prime Minister bin Ibrahim	Dissident,Protestors / Popular Opposition / Mobs,Elite	Malaysia	Make statement	010	0	Australia	NA	Australia	47400795	3	Agence France-Presse	Canberra	NA	Australian Capital Territory	Australia	-35.2835	149.128
32890053	2018-06-01	India	NA	India	Engage in diplomatic cooperation	050	3.5	Australia	NA	Australia	47400801	1	Australian Broadcasting Corporation (ABC) News	NA	NA	South China Sea	Vietnam	15	115
32890054	2018-06-01	Indonesia	NA	Indonesia	Engage in diplomatic cooperation	050	3.5	Australia	NA	Australia	47400801	1	Australian Broadcasting Corporation (ABC) News	NA	NA	South China Sea	Vietnam	15	115
32890052	2018-06-01	Narendra Modi	International Religious,Nationalist,Elite,Hindu,Ideological,Dissident,Far Right,Parties,Radicals / Extremists / Fundamentalists,Opposition Major Party (Out Of Government),(National) Major Party	India	Make a visit	042	1.9	Indonesia	NA	Indonesia	47400801	4	Australian Broadcasting Corporation (ABC) News	Jakarta	NA	Daerah Khusus Ibukota Jakarta	Indonesia	-6.21462	106.845
32890055	2018-06-01	Indonesia	NA	Indonesia	Host a visit	043	2.8	Narendra Modi	International Religious,Nationalist,Elite,Hindu,Ideological,Dissident,Far Right,Parties,Radicals / Extremists / Fundamentalists,Opposition Major Party (Out Of Government),(National) Major Party	India	47400801	4	Australian Broadcasting Corporation (ABC) News	Jakarta	NA	Daerah Khusus Ibukota Jakarta	Indonesia	-6.21462	106.845
32891263	2018-06-01	Opposition Supporter (Malaysia)	Dissident,Protestors / Popular Opposition / Mobs	Malaysia	Accuse	112	-2	Australia	NA	Australia	47400803	1	Australian Broadcasting Corporation (ABC) News	Najib	NA	Idlib	Syria	35.9515	36.3008
32891264	2018-06-01	Prime Minister bin Ibrahim	Dissident,Protestors / Popular Opposition / Mobs,Elite	Malaysia	Accuse	112	-2	Australia	NA	Australia	47400803	2	Australian Broadcasting Corporation (ABC) News	NA	NA	NA	Australia	-35.2835	149.128
32891265	2018-06-01	Prime Minister bin Ibrahim	Dissident,Protestors / Popular Opposition / Mobs,Elite	Malaysia	Accuse of crime, corruption	1121	-2	Government (Australia)	Government	Australia	47400803	3	Australian Broadcasting Corporation (ABC) News	NA	NA	NA	Australia	-35.2835	149.128
32891262	2018-06-01	Prime Minister bin Ibrahim	Dissident,Protestors / Popular Opposition / Mobs,Elite	Malaysia	Make statement	010	0	Australia	NA	Australia	47400803	6	Australian Broadcasting Corporation (ABC) News	NA	NA	NA	Malaysia	3.14309	101.687
32890205	2018-06-01	Police (Malaysia)	Police,Government	Malaysia	Arrest, detain, or charge with legal action	173	-5	Criminal (Malaysia)	Criminals / Gangs,Dissident	Malaysia	47400910	1	Xinhua News Agency	Kuala Lumpur	NA	Kuala Lumpur	Malaysia	3.1412	101.687
32890206	2018-06-01	Police (Malaysia)	Police,Government	Malaysia	Arrest, detain, or charge with legal action	173	-5	Student (Malaysia)	Social,Education	Malaysia	47400910	5	Xinhua News Agency	Kuala Lumpur	NA	Kuala Lumpur	Malaysia	3.1412	101.687
32890207	2018-06-01	Student (Malaysia)	Social,Education	Malaysia	Threaten with military force	138	-7	Malaysia	NA	Malaysia	47400910	5	Xinhua News Agency	Kuala Lumpur	NA	Kuala Lumpur	Malaysia	3.1412	101.687
32890204	2018-06-01	Police (Malaysia)	Police,Government	Malaysia	Make statement	010	0	Student (Malaysia)	Social,Education	Malaysia	47400910	6	Xinhua News Agency	Kuala Lumpur	NA	Kuala Lumpur	Malaysia	3.1412	101.687
32890208	2018-06-01	Foreign Affairs (Russia)	Government,Foreign Ministry,Executive	Russian Federation	Demonstrate or rally	141	-6.5	Unspecified Actor	Unspecified	NA	47400913	2	Latvian News Agency	Moscow Kremlin	NA	Moskovskaya Oblast'	Russian Federation	55.7517	37.6178
32891122	2018-06-01	North Korea	NA	North Korea	Engage in negotiation	046	7	United States	NA	United States	47400914	2	Kyodo News	NA	NA	NA	North Korea	39.0339	125.754
32891123	2018-06-01	United States	NA	United States	Engage in negotiation	046	7	North Korea	NA	North Korea	47400914	2	Kyodo News	NA	NA	NA	United States	38.8951	-77.0364
32891121	2018-06-01	North Korea	NA	North Korea	Express intent to cooperate	030	4	South Korea	NA	South Korea	47400914	5	Kyodo News	Seoul	NA	Seoul-teukbyeolsi	South Korea	37.5683	126.978
32891120	2018-06-01	South Korea	NA	South Korea	Express intent to cooperate	030	4	North Korea	NA	North Korea	47400914	5	Kyodo News	Seoul	NA	Seoul-teukbyeolsi	South Korea	37.5683	126.978
32890071	2018-06-01	Congress (India)	Government,Legislative / Parliamentary	India	Praise or endorse	051	3.4	Party Member (India)	Parties	India	47400915	5	Hindustan Times	Mumbai	Konkan Division	State of Maharashtra	India	19.0728	72.8826
32891468	2018-06-01	Foreign Affairs (Russia)	Government,Foreign Ministry,Executive	Russian Federation	Demonstrate or rally	141	-6.5	Unspecified Actor	Unspecified	NA	47400918	2	Baltic Daily	Moscow Kremlin	NA	Moskovskaya Oblast'	Russian Federation	55.7517	37.6178
32891269	2018-06-01	Zabihollah Mojahed	Social,Insurgents,International Religious,Sunni,Fundamentalist,Dissident,Ideological,Media	Afghanistan	Make statement	010	0	High Ranking Military Personnel (Afghanistan)	Government,Military	Afghanistan	47400919	2	Associated Press Newswires	Kabul	NA	Kabul	Afghanistan	34.5281	69.1723
32891270	2018-06-01	Taliban	Insurgents,International Religious,Sunni,Fundamentalist,Dissident,Ideological	Afghanistan	Use conventional military force	190	-10	Citizen (Afghanistan)	Social,General Population / Civilian / Social	Afghanistan	47400919	3	Associated Press Newswires	Kabul	NA	Kabul	Afghanistan	34.5281	69.1723
32891271	2018-06-01	Police (Japan)	Police,Government	Japan	Investigate	090	-2	Citizen (Japan)	General Population / Civilian / Social,Social	Japan	47400920	2	Mainichi Daily News	NA	NA	Wakayama-ken	Japan	33.9146	135.511
32891273	2018-06-01	Police (Japan)	Police,Government	Japan	Investigate	090	-2	Japan	NA	Japan	47400920	6	Mainichi Daily News	NA	NA	Wakayama-ken	Japan	33.9146	135.511
32891272	2018-06-01	Police (Japan)	Police,Government	Japan	Investigate	090	-2	Citizen (Japan)	General Population / Civilian / Social,Social	Japan	47400920	6	Mainichi Daily News	NA	NA	Wakayama-ken	Japan	33.9146	135.511
32890067	2018-06-01	Ministry (Latvia)	Government	Latvia	Express intent to meet or negotiate	036	4	Germany	NA	Germany	47400925	1	Latvian News Agency	Berlin	NA	Land Berlin	Germany	52.5244	13.4105
32890068	2018-06-01	Ministry (Latvia)	Government	Latvia	Express intent to meet or negotiate	036	4	Peter Altmaier	Executive,Finance / Economy / Commerce / Trade Ministry,Government	Germany	47400925	2	Latvian News Agency	Berlin	NA	Land Berlin	Germany	52.5244	13.4105
32890070	2018-06-01	Representatives (Germany)	Legislative / Parliamentary,Government	Germany	Consult	040	1	Ministry (Latvia)	Government	Latvia	47400925	3	Latvian News Agency	Berlin	NA	Land Berlin	Germany	52.5244	13.4105
32890069	2018-06-01	Ministry (Latvia)	Government	Latvia	Consult	040	1	Representatives (Germany)	Legislative / Parliamentary,Government	Germany	47400925	3	Latvian News Agency	Riga	NA	Riga	Latvia	56.946	24.1059
32890677	2018-06-01	Japan	NA	Japan	Appeal for diplomatic cooperation (such as policy support)	022	3.4	United States	NA	United States	47400929	4	Reuters News	NA	NA	NA	Japan	35.6149	139.581
32891274	2018-06-01	Police (India)	Government,Police	India	Arrest, detain, or charge with legal action	173	-5	Citizen (India)	General Population / Civilian / Social,Social	India	47400931	1	Hindustan Times	Delhi	NA	National Capital Territory of Delhi	India	28.6538	77.229
32890209	2018-06-01	Uddhav Thackeray	Parties,International Religious,Hindu,Opposition Major Party (Out Of Government),(National) Major Party	India	Accuse	112	-2	Election Commission of India	Government,Elections Ministry,Executive	India	47400933	1	Hindustan Times	Palghar	NA	State of Maharashtra	India	19.6969	72.7654
32890211	2018-06-01	India	NA	India	Praise or endorse	051	3.4	Rashtriya Janata Dal	Parties,Opposition Major Party (Out Of Government),(National) Major Party	India	47400935	6	Hindustan Times	Silli	NA	State of Arunachal Pradesh	India	28.2326	95.2224
32890210	2018-06-01	India	NA	India	Praise or endorse	051	3.4	Jharkhand Mukti Morcha	Parties,Opposition Major Party (Out Of Government),(National) Major Party	India	47400935	6	Hindustan Times	Silli	NA	State of Arunachal Pradesh	India	28.2326	95.2224
32891118	2018-06-01	Police (India)	Government,Police	India	Engage in material cooperation	060	6	Nirmala Sitharaman	Government,Legislative / Parliamentary,Defense / Security Ministry,Executive	India	47400942	1	Hindustan Times	NA	Andaman	Union Territory of Andaman and Nicobar Islands	India	10.7578	92.5214
32890213	2018-06-01	Police (India)	Government,Police	India	Provide humanitarian aid	073	7.4	Engineer (India)	General Population / Civilian / Social,Social	India	47400949	1	Indo-Asian News Service	Ghaziabad	NA	State of Uttar Pradesh	India	28.6625	77.4378
